,id,standard_drug_name,gene,dataset,cancer_type,pvalue,correlation,provided_pvalue,provided_correlation,n_cell_line,provided_n_cell_line
1036,31152038,3-Cl-AHPC,EIF4E,All,pancan,5.96386e-12,-0.245043,,,767,
1037,31152039,3-Cl-AHPC,EIF4EBP2,All,pancan,7.56534e-10,-0.219835,,,767,
1038,31152040,3-Cl-AHPC,EIF4ENIF1,All,pancan,1.71979e-15,-0.282026,,,767,
1039,31152041,3-Cl-AHPC,EIF6,All,pancan,1.75342e-12,0.250984,,,767,
1040,31152042,3-Cl-AHPC,ELAVL1,All,pancan,1.52689e-26,-0.371721,,,767,
1041,31152043,3-Cl-AHPC,ELDR,All,pancan,2.70866e-09,0.212668,,,767,
1042,31152044,3-Cl-AHPC,ELF1,All,pancan,9.64031e-09,-0.205274,,,767,
1043,31152045,3-Cl-AHPC,ELF2,All,pancan,5.25429e-16,-0.286962,,,767,
1044,31152046,3-Cl-AHPC,ELF5,All,pancan,5.87897e-10,0.221224,,,767,
1045,31152047,3-Cl-AHPC,ELFN2,All,pancan,6.87086e-10,0.220366,,,767,
1046,31152048,3-Cl-AHPC,ELK4,All,pancan,1.44627e-12,-0.251905,,,767,
1047,31152049,3-Cl-AHPC,ELL,All,pancan,1.36781e-09,-0.216538,,,767,
1048,31152050,3-Cl-AHPC,ELMO1,All,pancan,5.20052e-16,-0.287005,,,767,
1049,31152051,3-Cl-AHPC,ELMO1-AS1,All,pancan,2.57796e-17,-0.299091,,,767,
1050,31152052,3-Cl-AHPC,ELOVL1,All,pancan,3.50951e-15,0.279009,,,767,
1051,31152053,3-Cl-AHPC,ELP3,All,pancan,4.33283e-17,-0.297043,,,767,
1052,31152054,3-Cl-AHPC,ELP5,All,pancan,5.17401e-09,-0.208932,,,767,
1053,31152055,3-Cl-AHPC,ELP6,All,pancan,5.5286e-11,-0.233814,,,767,
1054,31152056,3-Cl-AHPC,EMB,All,pancan,4.78845e-13,-0.25712,,,767,
1055,31152057,3-Cl-AHPC,EMC3,All,pancan,1.82569e-08,0.201448,,,767,
1056,31152058,3-Cl-AHPC,EMC3-AS1,All,pancan,2.28449e-13,-0.260547,,,767,
1057,31152059,3-Cl-AHPC,EMG1,All,pancan,6.63635e-12,-0.244517,,,767,
1058,31152060,3-Cl-AHPC,EML3,All,pancan,9.35995e-09,-0.205449,,,767,
1059,31152061,3-Cl-AHPC,EMP1,All,pancan,2.41173e-20,0.325142,,,767,
1060,31152062,3-Cl-AHPC,EMP2,All,pancan,5.00679e-10,0.222103,,,767,
1061,31152063,3-Cl-AHPC,ENC1,All,pancan,2.54512e-16,0.289932,,,767,
1062,31152064,3-Cl-AHPC,ENDOD1,All,pancan,1.08947e-09,0.217811,,,767,
1063,31152065,3-Cl-AHPC,ENO1P3,All,pancan,2.01034e-10,0.227031,,,767,
1064,31152066,3-Cl-AHPC,ENO3,All,pancan,2.2676e-10,-0.226387,,,767,
1065,31152067,3-Cl-AHPC,ENO4,All,pancan,1.3947e-12,0.252078,,,767,
1066,31152068,3-Cl-AHPC,ENPP1,All,pancan,4.5577e-19,0.314478,,,767,
1067,31152069,3-Cl-AHPC,ENSA,All,pancan,1.49784e-08,-0.202642,,,767,
1068,31152070,3-Cl-AHPC,ENTPD1,All,pancan,8.67857e-14,-0.264954,,,767,
1069,31152071,3-Cl-AHPC,ENTPD1-AS1,All,pancan,4.96093e-16,-0.287199,,,767,
1070,31152072,3-Cl-AHPC,EP300,All,pancan,2.24655e-11,-0.238424,,,767,
1071,31152073,3-Cl-AHPC,EP400,All,pancan,1.55468e-14,-0.27259,,,767,
1072,31152074,3-Cl-AHPC,EP400P1,All,pancan,2.98012e-11,-0.236988,,,767,
1073,31152075,3-Cl-AHPC,EPAS1,All,pancan,1.97078e-17,0.300144,,,767,
1074,31152076,3-Cl-AHPC,EPB41,All,pancan,1.15662e-17,-0.302221,,,767,
1075,31152077,3-Cl-AHPC,EPB41L1,All,pancan,8.4201e-18,0.30345,,,767,
1076,31152078,3-Cl-AHPC,EPB41L4A-AS1,All,pancan,2.82578e-10,-0.225205,,,767,
1077,31152079,3-Cl-AHPC,EPB42,All,pancan,5.52976e-09,-0.208544,,,767,
1078,31152080,3-Cl-AHPC,EPC1,All,pancan,1.62911e-08,-0.202136,,,767,
1079,31152081,3-Cl-AHPC,EPHA2,All,pancan,8.26652e-20,0.320724,,,767,
1080,31152082,3-Cl-AHPC,EPHA4,All,pancan,1.17303e-14,0.273817,,,767,
1081,31152083,3-Cl-AHPC,EPHB4,All,pancan,1.72909e-11,0.239746,,,767,
1082,31152084,3-Cl-AHPC,EPHX1,All,pancan,7.59973e-15,0.275697,,,767,
1083,31152085,3-Cl-AHPC,EPM2A,All,pancan,1.24192e-10,-0.229587,,,767,
1084,31152086,3-Cl-AHPC,EPN3,All,pancan,2.44444e-10,0.225985,,,767,
1085,31152087,3-Cl-AHPC,EPOP,All,pancan,2.42247e-11,-0.238042,,,767,
1086,31152088,3-Cl-AHPC,EPPK1,All,pancan,4.69911e-09,0.209492,,,767,
1087,31152089,3-Cl-AHPC,EPRS1,All,pancan,8.33746e-09,-0.206133,,,767,
1088,31152090,3-Cl-AHPC,EPS8,All,pancan,7.17292e-26,0.367031,,,767,
1089,31152091,3-Cl-AHPC,EPS8L2,All,pancan,2.85954e-19,0.316198,,,767,
1090,31152092,3-Cl-AHPC,ERBB2,All,pancan,1.46725e-18,0.310113,,,767,
1091,31152093,3-Cl-AHPC,ERBB3,All,pancan,4.84032e-15,0.277636,,,767,
1092,31152094,3-Cl-AHPC,ERGIC1,All,pancan,2.22717e-11,0.238468,,,767,
1093,31152095,3-Cl-AHPC,ERGIC3,All,pancan,2.38664e-11,0.238118,,,767,
1094,31152096,3-Cl-AHPC,ERH,All,pancan,3.5127e-11,-0.236148,,,767,
1095,31152097,3-Cl-AHPC,ERICH1,All,pancan,1.76275e-15,-0.281922,,,767,
1096,31152098,3-Cl-AHPC,ERLNC1,All,pancan,4.90034e-13,0.257012,,,767,
1097,31152099,3-Cl-AHPC,ERRFI1,All,pancan,7.71726e-21,0.329165,,,767,
1098,31152100,3-Cl-AHPC,ERVK3-1,All,pancan,2.43691e-09,-0.213271,,,767,
1099,31152101,3-Cl-AHPC,ERVW-1,All,pancan,1.04716e-08,-0.204782,,,767,
1100,31152102,3-Cl-AHPC,ESCO2,All,pancan,9.57562e-11,-0.230954,,,767,
1101,31152103,3-Cl-AHPC,ESPL1,All,pancan,2.8294e-17,-0.298725,,,767,
1102,31152104,3-Cl-AHPC,ESRP2,All,pancan,3.46228e-09,0.211259,,,767,
1103,31152105,3-Cl-AHPC,ETNK1,All,pancan,4.20149e-10,-0.223059,,,767,
1104,31152106,3-Cl-AHPC,ETNK2,All,pancan,2.78248e-13,0.259638,,,767,
1105,31152107,3-Cl-AHPC,EVA1A,All,pancan,1.08581e-20,0.327966,,,767,
1106,31152108,3-Cl-AHPC,EVA1B,All,pancan,7.20209e-11,0.232442,,,767,
1107,31152109,3-Cl-AHPC,EVA1C,All,pancan,5.80812e-12,0.245173,,,767,
1108,31152110,3-Cl-AHPC,EVI5,All,pancan,1.42333e-08,0.202948,,,767,
1109,31152111,3-Cl-AHPC,EVL,All,pancan,5.57638e-13,-0.256408,,,767,
1110,31152112,3-Cl-AHPC,EWSR1,All,pancan,1.24934e-21,-0.335471,,,767,
1111,31152113,3-Cl-AHPC,EXO1,All,pancan,2.97304e-18,-0.30744,,,767,
1112,31152114,3-Cl-AHPC,EXOC6B,All,pancan,5.8219e-09,0.208244,,,767,
1113,31152115,3-Cl-AHPC,EXOG,All,pancan,1.88332e-10,-0.227379,,,767,
1114,31152116,3-Cl-AHPC,EXOSC2,All,pancan,1.60626e-19,-0.318311,,,767,
1115,31152117,3-Cl-AHPC,EXOSC3,All,pancan,1.08446e-16,-0.293383,,,767,
1116,31152118,3-Cl-AHPC,EXOSC5,All,pancan,3.58154e-16,-0.288537,,,767,
1117,31152119,3-Cl-AHPC,EXOSC6,All,pancan,2.41811e-11,-0.238051,,,767,
1118,31152120,3-Cl-AHPC,EXOSC7,All,pancan,1.69668e-13,-0.26191,,,767,
1119,31152121,3-Cl-AHPC,EXOSC8,All,pancan,1.76898e-28,-0.384821,,,767,
1120,31152122,3-Cl-AHPC,EXOSC9,All,pancan,1.20096e-24,-0.358284,,,767,
1121,31152123,3-Cl-AHPC,EXT1,All,pancan,4.27571e-14,0.268127,,,767,
1122,31152124,3-Cl-AHPC,EXT2,All,pancan,3.75006e-12,0.247313,,,767,
1123,31152125,3-Cl-AHPC,EYA3,All,pancan,1.54342e-13,-0.262342,,,767,
1124,31152126,3-Cl-AHPC,EZH1,All,pancan,9.57957e-11,-0.230952,,,767,
1125,31152127,3-Cl-AHPC,EZH2,All,pancan,8.03432e-17,-0.294586,,,767,
1126,31152128,3-Cl-AHPC,F2RL1,All,pancan,3.31613e-13,0.258827,,,767,
1127,31152129,3-Cl-AHPC,F3,All,pancan,6.77944e-17,0.295264,,,767,
1128,31152130,3-Cl-AHPC,F10,All,pancan,3.41465e-10,0.224184,,,767,
1129,31152131,3-Cl-AHPC,FABP5,All,pancan,1.58687e-16,-0.291849,,,767,
1130,31152132,3-Cl-AHPC,FABP5P7,All,pancan,1.89198e-08,-0.201232,,,767,
1131,31152133,3-Cl-AHPC,FAF1,All,pancan,2.68675e-11,-0.237516,,,767,
1132,31152134,3-Cl-AHPC,FAM3A,All,pancan,2.89442e-11,0.237137,,,767,
1133,31152135,3-Cl-AHPC,FAM3C,All,pancan,5.76337e-15,0.276888,,,767,
1134,31152136,3-Cl-AHPC,FAM3C2P,All,pancan,9.46015e-14,0.264565,,,767,
1135,31152137,3-Cl-AHPC,FAM20C,All,pancan,6.2937e-10,0.220849,,,767,
1136,31152138,3-Cl-AHPC,FAM30A,All,pancan,1.59163e-10,-0.228274,,,767,
1137,31152139,3-Cl-AHPC,FAM32BP,All,pancan,3.35685e-09,-0.211437,,,767,
1138,31152140,3-Cl-AHPC,TENT5B,All,pancan,8.56652e-13,0.25439,,,767,
1139,31152141,3-Cl-AHPC,FAM50A,All,pancan,3.51931e-12,0.247622,,,767,
1140,31152142,3-Cl-AHPC,FAM53C,All,pancan,5.65221e-09,-0.208417,,,767,
1141,31152143,3-Cl-AHPC,FAM72A,All,pancan,4.26e-23,-0.3468,,,767,
1142,31152144,3-Cl-AHPC,FAM72B,All,pancan,6.72298e-20,-0.321471,,,767,
1143,31152145,3-Cl-AHPC,FAM72C,All,pancan,5.3902e-14,-0.267094,,,767,
1144,31152146,3-Cl-AHPC,FAM72D,All,pancan,5.11288e-21,-0.330604,,,767,
1145,31152147,3-Cl-AHPC,FAM76B,All,pancan,4.15168e-13,-0.257784,,,767,
1146,31152148,3-Cl-AHPC,FAM78A,All,pancan,3.24677e-18,-0.307105,,,767,
1147,31152149,3-Cl-AHPC,LRATD2,All,pancan,8.47788e-14,0.26506,,,767,
1148,31152150,3-Cl-AHPC,CIAO2A,All,pancan,2.16908e-08,-0.200403,,,767,
1149,31152151,3-Cl-AHPC,FAM98B,All,pancan,3.17876e-13,-0.259023,,,767,
1150,31152152,3-Cl-AHPC,FAM102A,All,pancan,7.20376e-10,0.220106,,,767,
1151,31152153,3-Cl-AHPC,FAM110C,All,pancan,1.02274e-08,0.204923,,,767,
1152,31152154,3-Cl-AHPC,FAM114A1,All,pancan,4.16778e-33,0.413929,,,767,
1153,31152155,3-Cl-AHPC,FAM117B,All,pancan,1.90503e-12,-0.250587,,,767,
1154,31152156,3-Cl-AHPC,NIBAN2,All,pancan,1.9927e-26,0.370919,,,767,
1155,31152157,3-Cl-AHPC,NIBAN3,All,pancan,6.10859e-09,-0.207963,,,767,
1156,31152158,3-Cl-AHPC,FAM160A1,All,pancan,2.37399e-11,0.238144,,,767,
1157,31152159,3-Cl-AHPC,FAM174A,All,pancan,1.56318e-18,0.309874,,,767,
1158,31152160,3-Cl-AHPC,FAM177A1,All,pancan,1.22731e-12,0.252687,,,767,
1159,31152161,3-Cl-AHPC,FAM189A2,All,pancan,1.00058e-18,0.31155,,,767,
1160,31152162,3-Cl-AHPC,PSME3IP1,All,pancan,1.4427e-08,-0.202867,,,767,
1161,31152163,3-Cl-AHPC,FAM193A,All,pancan,1.74975e-14,-0.272072,,,767,
1162,31152164,3-Cl-AHPC,INSYN2A,All,pancan,1.16091e-10,0.229942,,,767,
1163,31152165,3-Cl-AHPC,GASK1B,All,pancan,1.02393e-18,0.311463,,,767,
1164,31152166,3-Cl-AHPC,FAM198B-AS1,All,pancan,5.16758e-10,0.22193,,,767,
1165,31152167,3-Cl-AHPC,FAM201B,All,pancan,9.1625e-10,0.218775,,,767,
1166,31152168,3-Cl-AHPC,FAM210B,All,pancan,3.48151e-19,0.315473,,,767,
1167,31152169,3-Cl-AHPC,INKA1,All,pancan,2.17259e-12,-0.249955,,,767,
1168,31152170,3-Cl-AHPC,FAM214B,All,pancan,1.78252e-14,0.271991,,,767,
1169,31152171,3-Cl-AHPC,FAM215B,All,pancan,4.50246e-14,-0.267897,,,767,
1170,31152172,3-Cl-AHPC,FAM216A,All,pancan,6.08067e-18,-0.304704,,,767,
1171,31152173,3-Cl-AHPC,FAM238A,All,pancan,3.84537e-10,-0.22354,,,767,
1172,31152174,3-Cl-AHPC,FANCA,All,pancan,1.87645e-15,-0.281659,,,767,
1173,31152175,3-Cl-AHPC,FANCD2,All,pancan,8.03034e-18,-0.303633,,,767,
1174,31152176,3-Cl-AHPC,FANCD2OS,All,pancan,8.4251e-14,-0.265088,,,767,
1175,31152177,3-Cl-AHPC,FANCE,All,pancan,1.37084e-19,-0.318889,,,767,
1176,31152178,3-Cl-AHPC,FANCG,All,pancan,2.72267e-14,-0.270128,,,767,
1177,31152179,3-Cl-AHPC,FANCI,All,pancan,1.03769e-11,-0.242303,,,767,
1178,31152180,3-Cl-AHPC,FANCM,All,pancan,6.5913e-10,-0.220595,,,767,
1179,31152181,3-Cl-AHPC,FANK1,All,pancan,9.96842e-23,0.343993,,,767,
1180,31152182,3-Cl-AHPC,FARP1,All,pancan,3.24293e-11,0.236557,,,767,
1181,31152183,3-Cl-AHPC,FARSA,All,pancan,3.51045e-17,-0.297875,,,767,
1182,31152184,3-Cl-AHPC,FARSA-AS1,All,pancan,2.74443e-14,-0.270093,,,767,
1183,31152185,3-Cl-AHPC,FARSB,All,pancan,8.53849e-10,-0.219166,,,767,
1184,31152186,3-Cl-AHPC,FASTKD1,All,pancan,5.12388e-22,-0.338506,,,767,
1185,31152187,3-Cl-AHPC,FAT1,All,pancan,4.84066e-11,0.234501,,,767,
1186,31152188,3-Cl-AHPC,FAU,All,pancan,2.34634e-10,-0.226204,,,767,
1187,31152189,3-Cl-AHPC,FBL,All,pancan,1.95788e-23,-0.349342,,,767,
1188,31152190,3-Cl-AHPC,FBLIM1,All,pancan,9.78837e-13,0.25376,,,767,
1189,31152191,3-Cl-AHPC,FBRSL1,All,pancan,9.2016e-16,-0.284642,,,767,
1190,31152192,3-Cl-AHPC,FBXL2,All,pancan,2.58327e-14,0.27036,,,767,
1191,31152193,3-Cl-AHPC,FBXL14,All,pancan,4.62241e-11,-0.234739,,,767,
1192,31152194,3-Cl-AHPC,FBXL19,All,pancan,3.89481e-11,-0.235619,,,767,
1193,31152195,3-Cl-AHPC,FBXO2,All,pancan,6.72862e-16,0.285941,,,767,
1194,31152196,3-Cl-AHPC,FBXO5,All,pancan,2.08202e-17,-0.299929,,,767,
1195,31152197,3-Cl-AHPC,FBXO32,All,pancan,8.3112e-15,0.275311,,,767,
1196,31152198,3-Cl-AHPC,FBXO40,All,pancan,2.87953e-15,-0.279849,,,767,
1197,31152199,3-Cl-AHPC,FBXO41,All,pancan,2.46843e-21,-0.33313,,,767,
1198,31152200,3-Cl-AHPC,FBXO43,All,pancan,2.08282e-09,-0.214165,,,767,
1199,31152201,3-Cl-AHPC,FBXO45,All,pancan,4.14942e-11,-0.235294,,,767,
1200,31152202,3-Cl-AHPC,FBXO46,All,pancan,2.95058e-17,-0.29856,,,767,
1201,31152203,3-Cl-AHPC,FBXO48,All,pancan,1.19806e-08,-0.20398,,,767,
1202,31152204,3-Cl-AHPC,FBXW7,All,pancan,6.72645e-16,-0.285942,,,767,
1203,31152205,3-Cl-AHPC,FCAR,All,pancan,1.89898e-08,-0.20121,,,767,
1204,31152206,3-Cl-AHPC,FCHO1,All,pancan,4.02934e-18,-0.306281,,,767,
1205,31152207,3-Cl-AHPC,FCHO2,All,pancan,8.11647e-16,0.285163,,,767,
1206,31152208,3-Cl-AHPC,FCHSD2,All,pancan,5.82407e-13,-0.256205,,,767,
1207,31152209,3-Cl-AHPC,FDFT1,All,pancan,3.34136e-09,-0.211463,,,767,
1208,31152210,3-Cl-AHPC,FDXACB1,All,pancan,4.3942e-16,-0.287698,,,767,
1209,31152211,3-Cl-AHPC,FEM1A,All,pancan,2.34761e-13,-0.260421,,,767,
1210,31152212,3-Cl-AHPC,FEN1,All,pancan,7.90549e-12,-0.243653,,,767,
1211,31152213,3-Cl-AHPC,FERMT3,All,pancan,1.58917e-11,-0.240171,,,767,
1212,31152214,3-Cl-AHPC,FES,All,pancan,2.62929e-09,-0.212838,,,767,
1213,31152215,3-Cl-AHPC,FEZ2,All,pancan,9.55718e-11,0.230964,,,767,
1214,31152216,3-Cl-AHPC,FGD2,All,pancan,1.14863e-09,-0.217516,,,767,
1215,31152217,3-Cl-AHPC,FGD3,All,pancan,9.21643e-11,-0.231154,,,767,
1216,31152218,3-Cl-AHPC,FGF1,All,pancan,1.83235e-15,0.281759,,,767,
1217,31152219,3-Cl-AHPC,FGF18,All,pancan,4.59522e-10,0.222571,,,767,
1218,31152220,3-Cl-AHPC,FGFRL1,All,pancan,3.6415e-10,0.223835,,,767,
1219,31152221,3-Cl-AHPC,FHDC1,All,pancan,2.80356e-09,0.212471,,,767,
1220,31152222,3-Cl-AHPC,FHL2,All,pancan,2.5593e-21,0.333005,,,767,
1221,31152223,3-Cl-AHPC,FIBCD1,All,pancan,4.363e-12,0.246575,,,767,
1222,31152224,3-Cl-AHPC,FIGN,All,pancan,4.58465e-09,0.209635,,,767,
1223,31152225,3-Cl-AHPC,FIP1L1,All,pancan,7.84138e-12,-0.243693,,,767,
1224,31152226,3-Cl-AHPC,FITM2,All,pancan,1.22073e-14,0.273644,,,767,
1225,31152227,3-Cl-AHPC,FKBP2,All,pancan,3.02842e-09,0.212028,,,767,
1226,31152228,3-Cl-AHPC,FKBP5,All,pancan,1.72674e-21,-0.334361,,,767,
1227,31152229,3-Cl-AHPC,FKBP9,All,pancan,3.34053e-23,0.347598,,,767,
1228,31152230,3-Cl-AHPC,FKBP9P1,All,pancan,7.12464e-10,0.220166,,,767,
1229,31152231,3-Cl-AHPC,FKBP10,All,pancan,5.05234e-09,0.209071,,,767,
1230,31152232,3-Cl-AHPC,FLI1,All,pancan,5.51133e-11,-0.233831,,,767,
1231,31152233,3-Cl-AHPC,FLNA,All,pancan,6.99575e-09,0.207167,,,767,
1232,31152234,3-Cl-AHPC,FLNB,All,pancan,1.66901e-14,0.272279,,,767,
1233,31152235,3-Cl-AHPC,FLNB-AS1,All,pancan,9.63412e-10,0.218496,,,767,
1234,31152236,3-Cl-AHPC,FLRT3,All,pancan,4.01123e-11,0.235468,,,767,
1235,31152237,3-Cl-AHPC,FLVCR1,All,pancan,1.46995e-11,-0.240563,,,767,
1236,31152238,3-Cl-AHPC,FLVCR2,All,pancan,1.18061e-10,0.229854,,,767,
1237,31152239,3-Cl-AHPC,FMN1,All,pancan,1.65689e-16,0.291675,,,767,
1238,31152240,3-Cl-AHPC,FMNL1,All,pancan,1.05773e-13,-0.26406,,,767,
1239,31152241,3-Cl-AHPC,FN1,All,pancan,6.97913e-19,0.312895,,,767,
1240,31152242,3-Cl-AHPC,FNBP4,All,pancan,1.0451e-14,-0.274319,,,767,
1241,31152243,3-Cl-AHPC,FNDC3B,All,pancan,1.95432e-12,0.250464,,,767,
1242,31152244,3-Cl-AHPC,FNDC4,All,pancan,5.95118e-12,0.245054,,,767,
1243,31152245,3-Cl-AHPC,FNDC8,All,pancan,2.43523e-12,-0.249405,,,767,
1244,31152246,3-Cl-AHPC,FOLR1,All,pancan,1.7858e-17,0.300529,,,767,
1245,31152247,3-Cl-AHPC,FOS,All,pancan,2.10984e-09,0.214091,,,767,
1246,31152248,3-Cl-AHPC,FOSB,All,pancan,2.09476e-10,0.226811,,,767,
1247,31152249,3-Cl-AHPC,FOSL1,All,pancan,4.19651e-13,0.257734,,,767,
1248,31152250,3-Cl-AHPC,FOSL2,All,pancan,1.04807e-11,0.242253,,,767,
1249,31152251,3-Cl-AHPC,FOXC1,All,pancan,8.7701e-10,0.219017,,,767,
1250,31152252,3-Cl-AHPC,FOXCUT,All,pancan,6.48233e-09,0.207615,,,767,
1251,31152253,3-Cl-AHPC,FOXD2-AS1,All,pancan,3.48306e-12,-0.247672,,,767,
1252,31152254,3-Cl-AHPC,FOXN2,All,pancan,5.81195e-13,-0.256214,,,767,
1253,31152255,3-Cl-AHPC,FOXQ1,All,pancan,3.43599e-11,0.236261,,,767,
1254,31152256,3-Cl-AHPC,FOXRED1,All,pancan,1.30834e-08,-0.203454,,,767,
1255,31152257,3-Cl-AHPC,FRAT2,All,pancan,4.35476e-10,-0.222864,,,767,
1256,31152258,3-Cl-AHPC,FRG1,All,pancan,3.82152e-18,-0.306484,,,767,
1257,31152259,3-Cl-AHPC,FRK,All,pancan,1.1807e-08,0.204067,,,767,
1258,31152260,3-Cl-AHPC,FRMD5,All,pancan,3.13538e-13,0.259087,,,767,
1259,31152261,3-Cl-AHPC,FRMD6,All,pancan,1.23288e-13,0.263365,,,767,
1260,31152262,3-Cl-AHPC,FRMPD4,All,pancan,5.29318e-09,0.208799,,,767,
1261,31152263,3-Cl-AHPC,FSD2,All,pancan,1.66173e-08,-0.202017,,,767,
1262,31152264,3-Cl-AHPC,FSTL1,All,pancan,2.17128e-12,0.249958,,,767,
1263,31152265,3-Cl-AHPC,FSTL3,All,pancan,9.04666e-13,0.254133,,,767,
1264,31152266,3-Cl-AHPC,FTH1,All,pancan,2.165e-15,0.281056,,,767,
1265,31152267,3-Cl-AHPC,FTH1P3,All,pancan,4.675e-11,-0.23468,,,767,
1266,31152268,3-Cl-AHPC,FTH1P8,All,pancan,2.18013e-08,0.200372,,,767,
1267,31152269,3-Cl-AHPC,FTH1P11,All,pancan,3.85992e-13,0.258123,,,767,
1268,31152270,3-Cl-AHPC,FTH1P20,All,pancan,7.31955e-10,0.220018,,,767,
1269,31152271,3-Cl-AHPC,FTH1P23,All,pancan,2.38217e-09,0.213401,,,767,
1270,31152272,3-Cl-AHPC,FTLP14,All,pancan,6.82606e-10,0.220402,,,767,
1271,31152273,3-Cl-AHPC,FUBP1,All,pancan,5.99832e-18,-0.304757,,,767,
1272,31152274,3-Cl-AHPC,FUCA1,All,pancan,1.46373e-09,0.216157,,,767,
1273,31152275,3-Cl-AHPC,FUCA2,All,pancan,9.68118e-13,0.253812,,,767,
1274,31152276,3-Cl-AHPC,FUS,All,pancan,1.74488e-12,-0.251008,,,767,
1275,31152277,3-Cl-AHPC,FUT7,All,pancan,1.7024e-08,-0.201871,,,767,
1276,31152278,3-Cl-AHPC,FUZ,All,pancan,8.79978e-09,-0.205814,,,767,
1277,31152279,3-Cl-AHPC,FXN,All,pancan,7.51345e-18,-0.30389,,,767,
1278,31152280,3-Cl-AHPC,FZD4,All,pancan,6.84142e-17,0.295228,,,767,
1279,31152281,3-Cl-AHPC,FZD6,All,pancan,1.00175e-10,0.230717,,,767,
1280,31152282,3-Cl-AHPC,FZD7,All,pancan,1.05313e-15,0.28408,,,767,
1281,31152283,3-Cl-AHPC,FZD8,All,pancan,5.72208e-09,0.208345,,,767,
1282,31152284,3-Cl-AHPC,G6PD,All,pancan,3.74767e-11,0.235817,,,767,
1283,31152285,3-Cl-AHPC,GAB3,All,pancan,2.22591e-09,-0.213787,,,767,
1284,31152286,3-Cl-AHPC,GABARAPL1,All,pancan,3.51953e-18,0.306798,,,767,
1285,31152287,3-Cl-AHPC,GABPA,All,pancan,6.33133e-12,-0.244749,,,767,
1286,31152288,3-Cl-AHPC,GABPB1,All,pancan,1.1146e-21,-0.335862,,,767,
1287,31152289,3-Cl-AHPC,GABPB1-AS1,All,pancan,2.55742e-13,-0.260027,,,767,
1288,31152290,3-Cl-AHPC,GALE,All,pancan,8.03072e-15,0.275459,,,767,
1289,31152291,3-Cl-AHPC,GALNT5,All,pancan,1.48544e-09,0.216075,,,767,
1290,31152292,3-Cl-AHPC,GALNT8,All,pancan,2.8716e-16,-0.28944,,,767,
1291,31152293,3-Cl-AHPC,GALNT10,All,pancan,1.08723e-10,0.230287,,,767,
1292,31152294,3-Cl-AHPC,GALNT11,All,pancan,4.05628e-12,0.246931,,,767,
1293,31152295,3-Cl-AHPC,GANC,All,pancan,1.32748e-11,-0.241073,,,767,
1294,31152296,3-Cl-AHPC,GAPDHP62,All,pancan,2.50712e-10,-0.225849,,,767,
1295,31152297,3-Cl-AHPC,GAPLINC,All,pancan,4.2978e-09,0.21001,,,767,
1296,31152298,3-Cl-AHPC,GAR1,All,pancan,2.31812e-18,-0.308385,,,767,
1297,31152299,3-Cl-AHPC,GART,All,pancan,6.7134e-15,-0.276232,,,767,
1298,31152300,3-Cl-AHPC,GAS2L1,All,pancan,3.56077e-09,0.211097,,,767,
1299,31152301,3-Cl-AHPC,GAS5,All,pancan,8.56501e-15,-0.275181,,,767,
1300,31152302,3-Cl-AHPC,GAS6,All,pancan,1.38487e-10,0.229011,,,767,
1301,31152303,3-Cl-AHPC,GAS6-DT,All,pancan,8.11504e-13,0.254646,,,767,
1302,31152304,3-Cl-AHPC,GATA6,All,pancan,2.7517e-22,0.340603,,,767,
1303,31152305,3-Cl-AHPC,GATA6-AS1,All,pancan,7.73045e-22,0.33711,,,767,
1304,31152306,3-Cl-AHPC,GATAD2A,All,pancan,6.22415e-10,-0.22091,,,767,
1305,31152307,3-Cl-AHPC,GATAD2B,All,pancan,7.78573e-20,-0.320941,,,767,
1306,31152308,3-Cl-AHPC,GBA,All,pancan,3.62979e-14,0.268855,,,767,
1307,31152309,3-Cl-AHPC,GBP3,All,pancan,6.01184e-10,0.221101,,,767,
1308,31152310,3-Cl-AHPC,GCDH,All,pancan,1.37634e-15,-0.282961,,,767,
1309,31152311,3-Cl-AHPC,GCFC2,All,pancan,3.56276e-09,-0.211094,,,767,
1310,31152312,3-Cl-AHPC,GCKR,All,pancan,1.52134e-12,0.251663,,,767,
1311,31152313,3-Cl-AHPC,GCN1,All,pancan,1.55585e-08,-0.202413,,,767,
1312,31152314,3-Cl-AHPC,GCNT2,All,pancan,8.47182e-09,0.206039,,,767,
1313,31152315,3-Cl-AHPC,GCNT3,All,pancan,1.88734e-09,0.214723,,,767,
1314,31152316,3-Cl-AHPC,GDF15,All,pancan,4.63672e-20,0.322807,,,767,
1315,31152317,3-Cl-AHPC,GEM,All,pancan,1.87698e-09,0.214754,,,767,
1316,31152318,3-Cl-AHPC,GEMIN2,All,pancan,1.32332e-13,-0.263043,,,767,
1317,31152319,3-Cl-AHPC,GEMIN4,All,pancan,4.79313e-14,-0.267618,,,767,
1318,31152320,3-Cl-AHPC,GEMIN5,All,pancan,2.98346e-09,-0.212114,,,767,
1319,31152321,3-Cl-AHPC,GEN1,All,pancan,8.19931e-16,-0.285121,,,767,
1320,31152322,3-Cl-AHPC,GFI1,All,pancan,1.41958e-16,-0.292299,,,767,
1321,31152323,3-Cl-AHPC,GFPT2,All,pancan,3.42457e-09,0.211322,,,767,
1322,31152324,3-Cl-AHPC,GGA1,All,pancan,1.54391e-09,-0.215857,,,767,
